COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
004440,FUNDACION EDUCATIVA Y CULTURAL JHON F. KENNEDY,PRV,No oficial
004457,INSTITUCION EDUCATIVA LICEO DE BOLIVAR,OFI,Oficial
004465,LICEO DE LA COSTA,PRV,No oficial
004473,INSTITUCION EDUCATIVA SOLEDAD ACOSTA DE SAMPER,OFI,Oficial
004481,INSTITUCION EDUCATIVA SOLEDAD ACOSTA DE SAMPER,OFI,Oficial
004499,COLEGIO BENJAMIN HERRERA,OFI,Oficial
004507,COLEGIO BENJAMIN HERRERA,OFI,Oficial
004523,INSTITUCION EDUCATIVA DE ENSEÑANZA MEDIA DE CALAMAR,OFI,Oficial
004531,INSTITUCION EDUCATIVA MANUEL EDMUNDO MENDOZA,OFI,Oficial
004549,INSTITUCION EDUCATIVA MANUEL EDMUNDO MENDOZA,OFI,Oficial
004556,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL JUAN FEDERICO HOLLMANN,OFI,Oficial
004564,LICEO JOAQUIN F. VELEZ,OFI,Oficial
004572,LICEO MODERNO DE MAGANGUE,NOC,No oficial
004580,COLEGIO NACIONAL PINILLOS,OFI,Oficial
004598,COLEGIO NACIONAL PINILLOS,NOC,No oficial
004606,COLEGIO SAGRADO CORAZON DE JESUS,PRV,No oficial
004614,ESCUELA NORMAL NACIONAL MIXTA,OFI,Oficial
004622,ESCUELA DE SEGUNDA ENSEÑANZA MANUEL FRANCISCO OBREGON,OFI,Oficial
004630,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFI,Oficial
004655,INSTITUCION EDUCATIVA DE SAN FERNANDO,OFI,Oficial
004663,INSTITUCION EDUCATIVA PIO XII DE SAN JACINTO,OFI,Oficial
004671,INSTITUTO AGRICOLA DE SAN JACINTO,OFI,Oficial
004689,INSTITUCION EDUCATIVA DIOGENES A. ARRIETA,OFI,Oficial
004705,COLEGIO DEPARTAMENTAL ANTONIO LEBRIJA,OFI,Oficial
004713,INSTITUCION EDUCATIVA DOCENTE DE TURBACO,OFI,Oficial
004739,COLEGIO DEPARTAMENTAL DE BACHILLERATO ERASMO DONADO LLANOS,OFI,Oficial
004747,COLEGIO SALESIANO MALDONADO,PRV,No oficial
004754,COLEGIO DE BOYACA,OFI,Oficial
004762,COLEGIO DE LA PRESENTACION,PRV,No oficial
004770,COLEGIO DE BACHILLERATO NOCTURNO JOSE JOAQUIN CASTRO MARTINEZ,NOC,No oficial
004788,COLEGIO DE NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
004796,ESCUELA NORMAL NACIONAL DE VARONES MIGUEL JIMENEZ LOPEZ,OFI,Oficial
004804,ESCUELA NORMAL SUPERIOR  SANTIAGO DE TUNJA,OFI,Oficial
004812,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,OFI,Oficial
004838,INSTITUCION EDUCATIVA SILVINO RODRIGUEZ,OFI,Oficial
004846,INEM CARLOS ARTURO TORRES,OFI,Oficial
004853,INEM CARLOS ARTURO TORRES,OFI,Oficial
004879,INSTITUCION EDUCATIVA TECNICA RAMON IGNACIO AVELLA,OFI,Oficial
004887,COLEGIO NACIONALIZADO SUSANA GUILLEMIN,OFI,Oficial
004895,INSTITUTO NACIONAL DE PROMOCION SOCIAL NUESTRA SEÑORA DEL ROSARIO,OFI,Oficial
004903,INSTITUTO AGRICOLA,OFI,Oficial
004911,INSTITUTO TECNICO INTEGRADO NACIONALIZADO MARISCAL SUCRE,OFI,Oficial
004929,COLEGIO MANUEL BRICEÑO,OFI,Oficial
004945,COLEGIO NACIONALIZADO DE CERINZA,OFI,Oficial
004952,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE NAZARETH,OFI,Oficial
004960,COLEGIO DE EDUCACION TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,OFI,Oficial
004978,COLEGIO TECNICO PIO ALBERTO FERRO PEÑA,OFI,Oficial
004986,COLEGIO TECNICO PIO ALBERTO FERRO PEÑA,NOC,No oficial
004994,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,PRV,No oficial
005009,COLEGIO NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
005017,LICEO NACIONAL JOSE JOAQUIN CASAS,OFI,Oficial
005033,COLEGIO DE EDUCACION PREESCOLAR BASICA Y MEDIA TECNICA,OFI,Oficial
005041,COLEGIO SEMINARIO MISIONAL LA MILAGROSA,OFI,Oficial
005058,ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,OFI,Oficial
005066,INSTITUCION EDUCATIVA TECNICA Y ACADEMICA JOSE MARIA POTIER,OFI,Oficial
005074,COLEGIO NACIONALIZADO INTEGRADO DE COMBITA,OFI,Oficial
005082,COLEGIO NACIONALIZADO LA PRESENTACION,OFI,Oficial
005090,COLEGIO SALESIANO DE DUITAMA,PRV,No oficial
005108,COLEGIO SEMINARIO DIOCESANO,PRV,No oficial
005140,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES,OFI,Oficial
005157,COLEGIO JOSE SANTOS GUTIERREZ,OFI,Oficial
005165,COLEGIO TECNICO HECTOR JULIO RANGEL QUINTERO,OFI,Oficial
005173,INSTITUCION EDUCATIVA TECNICA SAN LUIS,OFI,Oficial
005181,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL MARCO AURELIO BERNAL,OFI,Oficial
005199,COLEGIO TECNICO AGROPECUARIO SAN DIEGO DE ALCALA,OFI,Oficial
005207,INSTITUCION EDUCATIVA VALLE DE TENZA,OFI,Oficial
005215,COLEGIO NACIONAL ENRIQUE OLAYA HERRERA,OFI,Oficial
005223,ESCUELA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,OFI,Oficial
005231,COLEGIO TECNICO COMERCIAL DE JENESANO,OFI,Oficial
005249,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,OFI,Oficial
005256,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,OFI,Oficial
005264,INSTITUTO AGRICOLA DE MACANAL,OFI,Oficial
005272,INSTITUTO INTEGRADO NACIONALIZADO SERGIO CAMARGO,OFI,Oficial
005280,COLEGIO NACIONALIZADO LISANDRO CELY,OFI,Oficial
005298,INSTITUCION EDUCATIVA  TECNICA JOSE ACEVEDO Y GOMEZ,OFI,Oficial
005306,INSTITUCION EDUCATIVA TECNICA DE MONGUI,OFI,Oficial
005322,INSTITUTO INTEGRADO ANTONIO NARIÑO,OFI,Oficial
005330,COLEGIO TECNICO NACIONAL DE NOBSA,OFI,Oficial
005348,COLEGIO COOPERATIVO RURAL GONZALO SUAREZ RENDON,PRV,No oficial
005355,COLEGIO DEPARTAMENTAL EL ROSARIO,OFI,Oficial
005363,COLEGIO NACIONALIZADO ARMANDO SOLANO,OFI,Oficial
005371,INSTITUTO TECNICO AGRICOLA,OFI,Oficial
005389,COLEGIO NACIONALIZADO,OFI,Oficial
005397,INSTITUTO DE BACHILLERATO TECNICO INDUSTRIAL Y MINERO INTEGRADO NACIONALIZA,OFI,Oficial
005405,INSTITUTO INDALECIO VASQUEZ,OFI,Oficial
005413,INSTITUTO TECNICO JOSE IGNACIO DE MARQUEZ,OFI,Oficial
005421,NORMAL NACIONALIZADA,OFI,Oficial
005439,INSTITUCION EDUCATIVA NUEVA GENERACION,OFI,Oficial
005447,COLEGIO NACIONALIZADO,OFI,Oficial
005454,ESCUELA NORMAL SUPERIOR,OFI,Oficial
005462,INSTITUCION EDUCATIVA SAN MIGUEL DE SEMA,OFI,Oficial
005470,INSTITUTO INTEGRADO CARLOS ARTURO TORRES PEÑA,OFI,Oficial
005488,COLEGIO NACIONALIZADO IGNACIO GIL SANABRIA,OFI,Oficial
005504,COLEGIO NACIONALIZADO JUAN JOSE RONDON,OFI,Oficial
005512,INSTITUCION EDUCATIVA JUAN JOSE RENDON,NOC,No oficial
005520,COLEGIO INTEGRADO NACIONALIZADO PEDRO JOSE SARMIENTO DE SOCHA,OFI,Oficial
005538,COLEGIO TECNICO FRANCISCO JOSE DE CALDAS,OFI,Oficial
005553,COLEGIO CELCO,PRV,No oficial
005561,COLEGIO COOPERATIVO DE TRABAJADORES DE ACERIAS PAZ DEL RIO,PRV,No oficial
005579,COLEGIO MILITAR INOCENCIO CHINCA,PRV,No oficial
005587,COLEGIO NACIONAL DE SUGAMUXI,OFI,Oficial
005595,COLEGIO NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
005603,INSTITUTO INTEGRADO NACIONALIZADO JOAQUIN GONZALEZ CAMARGO,OFI,Oficial
005611,INSTITUTO INTEGRADO NACIONALIZADO JOAQUIN GONZALEZ CAMARGO,OFI,Oficial
005629,INSTITUTO INTEGRADO JOAQUIN GONZALEZ CAMARGO,NOC,No oficial
005637,INSTITUTO PANAMERICANO ALBOREZ,PRV,No oficial
005645,INSTITUCION EDUCATIVA TECNICA JOSE BENIGNO PERILLA,OFI,Oficial
005652,ESCUELA NORMAL SUPERIOR VALLE DE TENZA,OFI,Oficial
005660,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,OFI,Oficial
005678,INSTITUCION EDUCATIVA JORGE GUILLERMO MOJICA MARQUEZ,OFI,Oficial
005686,INSTITUCION EDUCATIVA GUSTAVO ROMERO HERNANDEZ,OFI,Oficial
005702,INSTITUTO AGRICOLA,OFI,Oficial
005710,INSTITUCION EDUCATIVA DIEGO DE TORRES,OFI,Oficial
005728,INSTITUTO TECNICO AGROPECUARIO,OFI,Oficial
005736,COLEGIO NACIONALIZADO DE VENTAQUEMADA,OFI,Oficial
005744,INSTITUTO TECNICO INDUSTRIAL NACIONALIZADO ANTONIO RICAURTE,OFI,Oficial
005751,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA LIBARDO CUERVO PATARROYO,OFI,Oficial
005769,COLEGIO ALEJANDRO GUTIERREZ,NOC,No oficial
005777,BACHILLERATO NOCTURNO DE FATIMA,NOC,No oficial
005785,INSTITUTO MANIZALES,NOC,No oficial
005801,LICEO ISABEL LA CATOLICA,NOC,No oficial
005819,INSTITUTO CHIPRE BACHILLERATO NOCTURNO,NOC,No oficial
005835,COLEGIO DE LA PRESENTACION BACHILLERATO NOCTURNO,NOC,No oficial
005843,COLEGIO SAN LUIS GONZAGA,NOC,No oficial
005850,COLEGIO ANTONIA SANTOS,PRV,No oficial
005868,COLEGIO LOS ALPES,PRV,No oficial
005876,INSTITUTO POLITECNICO COOPERATIVO DE MANIZALES,PRV,No oficial
005884,COLEGIO DE CRISTO,OFI,Oficial
005892,INSTITUCION EDUCATIVA DIVINA PROVIDENCIA,OFI,Oficial
005900,COLEGIO EUGENIO PACELLI,OFI,Oficial
005918,COLEGIO FILIPENSE NUESTRA SEÑORA DE LOURDES,PRV,No oficial
005926,COLEGIO FRANCISCANO AGUSTIN GEMELLI,PRV,No oficial
005934,COLEGIO NUESTRA SEÑORA DE LOS ANGELES,PRV,No oficial
005942,COLEGIO MAYOR DE NUESTRA SEÑORA,PRV,No oficial
005967,COLEGIO NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
005975,COLEGIO NUEVO GIMNASIO,PRV,No oficial
005983,CENTRO EDUCATIVO LEONARDO DA VINCI,OFI,Oficial
005991,COLEGIO MIXTO SAN PIO X,NOC,No oficial
006007,SEMINARIO REDENTORISTA SAN CLEMENTE MARIA HOFBAUER,OFI,Oficial
006015,NUEVO COLEGIO SAGRADO CORAZON,PRV,No oficial
006023,COLEGIO SAN LUIS GONZAGA,PRV,No oficial
006031,COLEGIO SANTA INES,PRV,No oficial
006049,GIMNASIO MANIZALES,PRV,No oficial
006056,INSTITUTO CHIPRE,OFI,Oficial
006064,INSTITUTO CHIPRE,OFI,Oficial
006072,INSTITUTO MANIZALES,OFI,Oficial
006080,INSTITUTO MARISCAL SUCRE,OFI,Oficial
006106,INEM BALDOMERO SANIN CANO,OFI,Oficial
006114,INSTITUCION EDUCATIVA TECNOLOGICO SUPERIOR DE CALDAS,OFI,Oficial
006122,INSTITUTO TECNICO SAN RAFAEL,PRV,No oficial
006130,INSTITUTO UNIVERSITARIO DE CALDAS,OFI,Oficial
006148,LICEO ARQUIDIOCESANO DE NUESTRA SEÑORA,PRV,No oficial
006155,LICEO ISABEL LA CATOLICA,OFI,Oficial
006163,LICEO ISABEL LA CATOLICA,OFI,Oficial
006171,LICEO UNIVERSITARIO DE CALDAS,NOC,No oficial
006189,ESCUELA NORMAL SUPERIOR DE CALDAS,OFI,Oficial
006197,ESCUELA NORMAL SUPERIOR  DE MANIZALES,OFI,Oficial
006213,SEMINARIO MENOR DE NUESTRA SEÑORA DEL ROSARIO,PRV,No oficial
006221,COLEGIO SERAFICO SAN ANTONIO DE PADUA,OFI,Oficial
006239,COLEGIO ROBERTO PELAEZ,NOC,No oficial
006254,COLEGIO OFICIAL MARINO GOMEZ ESTRADA,OFI,Oficial
006262,COLEGIO OFICIAL MIXTO SAN ANTONIO DE ARMA,OFI,Oficial
006270,LICEO CLAUDINA MUNERA,OFI,Oficial
006288,LICEO NOCTURNO ANSERMA,NOC,No oficial
006296,INSTITUCION EDUCATIVA DE OCCIDENTE,OFI,Oficial
006304,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,OFI,Oficial
006312,ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA,OFI,Oficial
006320,COLEGIO PIO XI,OFI,Oficial
006338,ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,OFI,Oficial
006346,COLEGIO OFICIAL INTEGRADO CRISTO REY,OFI,Oficial
006353,INSTITUCION EDUCATIVA SAN FRANCISCO DE PAULA,NOC,No oficial
006361,COLEGIO BARTOLOME MITRE,OFI,Oficial
006379,INSTITUCION EDUCATIVA SAN FRANCISCO DE PAULA,OFI,Oficial
006395,INSTITUCION EDUCATIVA SANTA TERESITA,OFI,Oficial
006403,COLEGIO OFICIAL INTEGRADO FILADELFIA,OFI,Oficial
006437,COLEGIO DEPARTAMENTAL EL CARMEN,OFI,Oficial
006445,INSTITUCION EDUCATIVA DORADA,OFI,Oficial
006452,INSTITUCION EDUCATIVA DORADA,OFI,Oficial
006460,COLEGIO MONSEÑOR ANTONIO JOSE GIRALDO GOMEZ,OFI,Oficial
006478,INSTITUTO MANZANARES,NOC,No oficial
006486,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,OFI,Oficial
006494,INSTITUTO MANZANARES,OFI,Oficial
006502,INSTITUTO OFICIAL MARMATO,OFI,Oficial
006510,INSTITUCION EDUCATIVA TECNICA JUAN XXIII,OFI,Oficial
006528,NORMAL NUESTRA SEÑORA DE LA CANDELARIA,OFI,Oficial
006536,INSTITUTO EFREN CARDONA CHICA,OFI,Oficial
006544,INSTITUTO NEIRA,NOC,No oficial
006551,INSTITUTO NEIRA,OFI,Oficial
006569,COLEGIO NUESTRA SEÑORA DEL ROSARIO,OFI,Oficial
006577,COLEGIO OFICIAL MIXTO MARCO FIDEL SUAREZ BACHILLERATO NOCTURNO,NOC,No oficial
006585,COLEGIO OFICIAL MIXTO MARCO FIDEL SUAREZ,OFI,Oficial
006593,NORMAL SUPERIOR SAN JOSE,OFI,Oficial
006601,INSTITUCION EDUCATIVA MONSEÑOR ALFONSO DE LOS RIOS,OFI,Oficial
006619,COLEGIO DE LA SAGRADA FAMILIA,OFI,Oficial
006627,INSTITUTO DE BACHILLERATO ORIENTE DE CALDAS,NOC,No oficial
006635,COLEGIO OFICIAL MIXTO JOHN F. KENNEDY,OFI,Oficial
006650,INSTITUTO TECNICO PENSILVANIA,OFI,Oficial
006676,COLEGIO OFICIAL MIXTO PABLO VI,OFI,Oficial
006684,ESCUELA NORMAL SUPERIOR DE LA PRESENTACION,OFI,Oficial
006692,INSTITUTO NACIONAL LOS FUNDADORES,NOC,No oficial
006700,COLEGIO OFICIAL MIXTO SAN LORENZO,OFI,Oficial
006718,COLEGIO OFICIAL MIXTO BONAFONT,OFI,Oficial
006734,INSTITUTO CULTURAL RIOSUCIO,OFI,Oficial
006742,INSTITUTO NACIONAL LOS FUNDADORES,OFI,Oficial
006759,INSTITUTO NACIONAL LOS FUNDADORES,OFI,Oficial
006767,ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,OFI,Oficial
006775,COLEGIO MARIA INMACULADA,NOC,No oficial
006783,COLEGIO SANTA TERESITA,OFI,Oficial
006791,COLEGIO DE BACHILLERATO NOCTURNO JORGE VELEZ CALLE,NOC,No oficial
006809,COLEGIO DE LA PRESENTACION,OFI,Oficial
006817,COLEGIO PIO XII,OFI,Oficial
006825,INSTITUTO NACIONAL SALAMINA,OFI,Oficial
006833,INSTITUTO SAN FELIX,OFI,Oficial
006841,ESCUELA NORMAL SUPERIOR MARIA ESCOLASTICA,OFI,Oficial
006858,INSTITUTO INTEGRADO SAN AGUSTIN,OFI,Oficial
006866,INSTITUTO INTEGRADO SUPIA,NOC,No oficial
006874,INSTITUCION EDUCATIVA SUPIA,OFI,Oficial
006882,COLEGIO INTEGRADO SAN PABLO,OFI,Oficial
006890,COLEGIO GERARDO ARIAS RAMIREZ,NOC,No oficial
006908,COLEGIO GERARDO ARIAS RAMIREZ,OFI,Oficial
006924,COLEGIO FELIX GONZALEZ VELEZ,NOC,No oficial
006932,COLEGIO LA MILAGROSA,OFI,Oficial
006940,COLEGIO OFICIAL MIXTO NAZARIO RESTREPO,OFI,Oficial
006957,COLEGIO SAN AGUSTIN,OFI,Oficial
006965,BACHILLERATO MIXTO SANTO TOMAS DE AQUINO,PRV,No oficial
006973,COLEGIO DE BACHILLERATO NOCTURNO JOSE MARIA CARBONELL,NOC,No oficial
006981,COLEGIO DE BACHILLERATO NOCTURNO JOSE MARIA CORDOBA,NOC,No oficial
006999,CENTRO DEL INMACULADO CORAZON DE MARIA,PRV,No oficial
007005,BACHILLERATO OFICIAL FRANCISCO ANTONIO DE ULLOA,OFI,Oficial
007013,COLEGIO CHAMPAGNAT,PRV,No oficial
007039,COLEGIO COOPERATIVO BACHILLERATO NOCTURNO CIUDAD DE POPAYAN,NOC,No oficial
007047,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN DE POPAYAN,OFI,Oficial
007054,COLEGIO FESUTRAC,NOC,No oficial
007062,COLEGIO SAGRADO CORAZON DE JESUS,OFI,Oficial
007070,REAL COLEGIO SAN FRANCISCO DE ASIS,PRV,No oficial
007088,COLEGIO SAN JOSE DE TARBES,PRV,No oficial
007096,INSTITUCION EDUCATIVA INEM FRANCISCO JOSE DE CALDAS,OFI,Oficial
007104,INSTITUCION EDUCATIVA INEM FRANCISCO JOSE DE CALDAS,OFI,Oficial
007112,INSTITUTO TECNICO INDUSTRIAL,OFI,Oficial
007120,INSTITUTO TECNICO INDUSTRIAL,OFI,Oficial
007138,LICEO NACIONAL ALEJANDRO DE HUMBOLDT,OFI,Oficial
007146,LICEO NACIONAL ALEJANDRO DE HUMBOLDT,OFI,Oficial
007153,LICEO NACIONAL ALEJANDRO DE HUMBOLDT,NOC,No oficial
007161,ESCUELA NORMAL SUPERIOR,OFI,Oficial
007179,COLEGIO JOSE EUSEBIO CARO,OFI,Oficial
007187,COLEGIO SAN LUIS,OFI,Oficial
007195,ESCUELA NORMAL SUPERIOR SANTA CLARA,OFI,Oficial
007211,COLEGIO NACIONAL MARCO FIDEL SUAREZ,OFI,Oficial
007229,INSTITUCION EDUCATIVA SANTA CATALINA LABOURE,OFI,Oficial
007237,COLEGIO TIMBA CAUCA,OFI,Oficial
007245,COLEGIO MARIA AUXILIADORA,OFI,Oficial
007252,INSTITUCION EDUCATIVA CARMEN DE QUINTANA,OFI,Oficial
007260,COLEGIO SUSANA TROCHEZ DE VIVAS,OFI,Oficial
007278,INSTITUCION EDUCATIVA ESCIPION JARAMILLO,OFI,Oficial
007286,INSTITUCION EDUCATIVA BACHILLERATO PATIA,NOC,No oficial
007294,COLEGIO LIBORIO MEJIA,OFI,Oficial
007328,COLEGIO ACADEMICO MIXTO INZA,OFI,Oficial
007336,NORMAL MIXTA LOS ANDES,OFI,Oficial
007344,COLEGIO MIXTO JUAN XXIII,OFI,Oficial
007351,COLEGIO DEL ROSARIO DE MIRANDA,OFI,Oficial
007377,INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ,OFI,Oficial
007385,INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA,OFI,Oficial
007393,INSTITUCION EDUCATIVA BACHILLERATO PATIA,OFI,Oficial
007401,INSTITUCION EDUCATIVA TECNICO TUNIA,OFI,Oficial
007419,INSTITUTO NACIONAL MIXTO,OFI,Oficial
007427,LICEO FIDELINA ECHEVERRY,OFI,Oficial
007443,COLEGIO NACIONAL JOSE HILARIO LOPEZ,OFI,Oficial
007450,COLEGIO NACIONAL JOSE HILARIO LOPEZ,OFI,Oficial
007468,CENTRO DE EDUCACION PARA ADULTOS JOSE HILARIO LOPEZ,NOC,No oficial
007476,INSTITUCION EDUCATIVA TECNICO AMBIENTAL FERNANDEZ GUERRA,OFI,Oficial
007484,INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO,OFI,Oficial
007492,INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO,OFI,Oficial
007500,INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO,NOC,No oficial
007518,INSTITUTO TECNICO INDUSTRIAL EZEQUIEL HURTADO,OFI,Oficial
007526,COLEGIO DE NUESTRA SEÑORA DEL PERPETUO SOCORRO,OFI,Oficial
007542,COLEGIO INSTITUTO TECNICO AGRICOLA JUSTINIANO OCORO,OFI,Oficial
007559,COLEGIO DE BACHILLERATO NOCTURNO ALFONSO LOPEZ PUMAREJO,NOC,No oficial
007567,COLEGIO ATENEO EL ROSARIO,PRV,No oficial
007575,COLEGIO DE LA SAGRADA FAMILIA,PRV,No oficial
007583,INSTITUTO TECNICO COMERCIAL JOSE EUGENIO MARTINEZ,OFI,Oficial
007591,COLEGIO NACIONAL LOPERENA,OFI,Oficial
007609,COLEGIO NACIONAL LOPERENA,OFI,Oficial
007617,COLEGIO NACIONAL LOPERENA,NOC,No oficial
007625,COLEGIO PRUDENCIA DAZA,OFI,Oficial
007633,COLEGIO PRUDENCIA DAZA,OFI,Oficial
007641,COLEGIO SANTA FE,PRV,No oficial
007658,INSTITUTO REYES DELUQUE PINTO,PRV,No oficial
007666,INSTITUTO TECNICO INDUSTRIAL PEDRO CASTRO MONSALVO,OFI,Oficial
007674,INSTITUTO TECNICO INDUSTRIAL PEDRO CASTRO MONSALVO,OFI,Oficial
007682,COLEGIO DE ENSEÑANZA MEDIA COMERCIAL GUILLERMO LEON VALENCIA,OFI,Oficial
007708,CENTRO DE ENSEÑANZA MEDIA COMERCIAL GUILLERMO LEON VALENCIA,NOC,No oficial
007716,INSTITUTO NACIONAL JOSE MARIA CAMPO SERRANO,OFI,Oficial
007724,INSTITUTO NACIONAL JOSE MARIA CAMPO SERRANO,OFI,Oficial
007732,INSTITUTO NACIONAL JOSE MARIA CAMPO SERRANO,NOC,No oficial
007740,COLEGIO NACIONAL MIXTO DE BACHILLERATO CERVELEON PADILLA LASCARRO,OFI,Oficial
007757,INSTITUTO TECNICO JUAN MEJIA GOMEZ,OFI,Oficial
007765,INSTITUTO TECNICO JUAN MEJIA GOMEZ,OFI,Oficial
007773,COLEGIO NACIONAL AGUSTIN CODAZZI,OFI,Oficial
007781,COLEGIO NACIONAL AGUSTIN CODAZZI,OFI,Oficial
007799,COLEGIO NACIONAL AGUSTIN CODAZZI,NOC,No oficial
007807,COLEGIO NACIONALIZADO RAFAEL SALAZAR,OFI,Oficial
007815,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN,OFI,Oficial
007823,INSTITUTO TECNOLOGICO CIRO PUPO MARTINEZ,OFI,Oficial
007831,INSTITUTO TECNOLOGICO CIRO PUPO MARTINEZ,OFI,Oficial
007849,ESCUELA NORMAL SUPERIOR MARIA INMACULADA,OFI,Oficial
007856,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,OFI,Oficial
007864,ESCUELA NORMAL SUPERIOR,OFI,Oficial
007872,COLEGIO DEPARTAMENTAL DE BACHILLERATO NOCTURNO,NOC,No oficial
007880,COLEGIO SEMINARIO JUAN XXIII,PRV,No oficial
007898,COLEGIO DE LA PRESENTACION,PRV,No oficial
007906,COLEGIO DE LA SAGRADA FAMILIA,PRV,No oficial
007914,COLEGIO LA SALLE,PRV,No oficial
007922,INSTITUCION EDUCATIVA  JOSE MARIA CORDOBA,OFI,Oficial
007930,INEM LORENZO MARIA LLERAS,OFI,Oficial
007948,INSTITUCION EDUCATIVA INTEGRADA DEL SINU,OFI,Oficial
007963,LICEO MONTERIA,PRV,No oficial
007971,ESCUELA NORMAL SUPERIOR,OFI,Oficial
007989,LICEO GUILLERMO VALENCIA,OFI,Oficial
007997,COLEGIO NACIONAL CARLOS ADOLFO URUETA,OFI,Oficial
008003,COLEGIO DIOCESANO PABLO VI,PRV,No oficial
008011,COLEGIO DOLORES GARRIDO DE GONZALEZ,OFI,Oficial
008029,COLEGIO DEPARTAMENTAL DE BACHILLERATO MARCELIANO POLO,OFI,Oficial
008037,COLEGIO NUESTRA SEÑORA DEL CARMEN,PRV,No oficial
008045,COLEGIO DEPARTAMENTAL NUESTRA SEÑORA DEL CARMEN,OFI,Oficial
008052,COLEGIO SAN FRANCISCO DE ASIS,OFI,Oficial
008060,INSTITUCION EDUCATIVA MADRE BERNARDA,OFI,Oficial
008078,COLEGIO MARCO FIDEL SUAREZ,OFI,Oficial
008086,COLEGIO DE BACHILLERATO NOCTURNO,NOC,No oficial
008094,INSTITUCION EDUCATIVA LACIDES C. BERSAL,OFI,Oficial
008102,INSTITUCION EDUCATIVA INSTITUTO TECNICO AGRICOLA,OFI,Oficial
008110,ESCUELA NORMAL SUPERIOR SANTA TERESITA,PRV,No oficial
008128,INSTITUCION EDUCATIVA SIMON BOLIVAR,NOC,No oficial
008136,INSTITUCION EDUCATIVA SIMON BOLIVAR,OFI,Oficial
008144,INSTITUCION EDUCATIVA ANDRES RODRIGUEZ B,OFI,Oficial
008151,COLEGIO MARIA AUXILIADORA,PRV,No oficial
008169,ESCUELA NORMAL DEPARTAMENTAL LACIDES  IRIARTE,OFI,Oficial
008177,COLEGIO EL NACIONAL DE SAHAGUN,OFI,Oficial
008185,COLEGIO DEPARTAMENTAL MIXTO SAN SIMON,OFI,Oficial
008193,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,OFI,Oficial
008201,COLEGIO DEPARTAMENTAL INTEGRADO GENERAL CARLOS ALBAN,OFI,Oficial
008219,INSTITUCION EDUCATIVA DEPARTAMENTAL CARLOS GIRALDO,OFI,Oficial
008227,INSTITUCION EDUCATIVA DEPARTAMENTAL JHON F. KENNEDY,OFI,Oficial
008235,INSTITUCION EDUCATIVA DEPARTAMENTAL ALFONSO LOPEZ PUMAREJO,OFI,Oficial
008243,INSTITUCION EDUCATIVA  DEPARTAMENTAL ANTONIO NARIÑO,OFI,Oficial
008268,COLEGIO APOSTOLICO SAN GABRIEL,OFI,Oficial
008284,COLEGIO SANTIAGO GUTIERREZ,PRV,No oficial
008300,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE JOAQUIN CASAS,OFI,Oficial
008318,COLEGIO NACIONALIZADO JOSE JOAQUIN CASAS,OFI,Oficial
008326,COLEGIO JORBALAN R.R. ADORATRICES,PRV,No oficial
008334,COLEGIO MARIA AUXILIADORA,PRV,No oficial
008342,COLEGIO NACIONAL DIVERSIFICADO,OFI,Oficial
008367,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO X,OFI,Oficial
